101	长寿	4	c	cs	changshou		区	500115	023	15
102	江津	4	j	jj	jiangjin		区	500116	023	16
103	合川	4	h	hc	hechuan		区	500117	023	17
104	永川	4	y	yc	yongchuan		区	500118	023	18
105	南川	4	n	nc	nanchuan		区	500119	023	19
106	潼南	4	t	tn	tongnan		区	500223	023	25
107	铜梁	4	t	tl	tongliang		区	500151	023	21
108	荣昌	4	r	rc	rongchang		区	500226	023	26
109	璧山	4	b	bs	bishan		区	500120	023	20
110	梁平	4	l	lp	liangping		区	500155	023	23
111	城口	4	c	ck	chengkou		县	500229	023	27
112	丰都	4	f	fd	fengdu		县	500230	023	28
113	垫江	4	d	dj	dianjiang		县	500231	023	29
114	武隆	4	w	wl	wulong		区	500156	023	24
115	忠县	4	z	zx	zhongxian			500233	023	30
116	开州	4	k	kz	kaizhou		区	500154	023	22
117	云阳	4	y	yy	yunyang		县	500235	023	31
118	奉节	4	f	fj	fengjie		县	500236	023	32
119	巫山	4	w	ws	wushan		县	500237	023	33
120	巫溪	4	w	wx	wuxi		县	500238	023	34
121	石柱	4	s	sz	shizhu	土家族	自治县	500240	023	35
122	秀山	4	x	xs	xiushan	土家族苗族	自治县	500241	023	36
123	酉阳	4	y	yy	youyang	土家族苗族	自治县	500242	023	37
124	彭水	4	p	ps	pengshui	苗族土家族	自治县	500243	023	38
125	石家庄	5	s	sjz	shijiazhuang		市	130100	0311	1
126	唐山	5	t	ts	tangshan		市	130200	0315	2
127	秦皇岛	5	q	qhd	qinhuangdao		市	130300	0335	3
128	邯郸	5	h	hd	handan		市	130400	0310	4
129	邢台	5	x	xt	xingtai		市	130500	0319	5
130	保定	5	b	bd	baoding		市	130600	0312	6
131	张家口	5	z	zjk	zhangjiakou		市	130700	0313	7
132	承德	5	c	cd	chengde		市	130800	0314	8
133	沧州	5	c	cz	cangzhou		市	130900	0317	9
134	廊坊	5	l	lf	langfang		市	131000	0316	10
135	衡水	5	h	hs	hengshui		市	131100	0318	11
136	太原	6	t	ty	taiyuan		市	140100	0351	1
137	大同	6	d	dt	datong		市	140200	0352	2
138	阳泉	6	y	yq	yangquan		市	140300	0353	3
139	长治	6	c	cz	changzhi		市	140400	0355	4
140	晋城	6	j	jc	jincheng		市	140500	0356	5
141	朔州	6	s	sz	shuozhou		市	140600	0349	6
142	晋中	6	j	jz	jinzhong		市	140700	0354	7
143	运城	6	y	yc	yuncheng		市	140800	0359	8
144	忻州	6	x	xz	xinzhou		市	140900	0350	9
145	临汾	6	l	lf	linfen		市	141000	0357	10
146	吕梁	6	l	ll	lvliang		市	141100	0358	11
147	呼和浩特	7	h	hhht	huhehaote		市	150100	0471	1
148	包头	7	b	bt	baotou		市	150200	0472	2
149	乌海	7	w	wh	wuhai		市	150300	0473	3
150	赤峰	7	c	cf	chifeng		市	150400	0476	4
151	通辽	7	t	tl	tongliao		市	150500	0475	5
152	鄂尔多斯	7	e	eeds	eerduosi		市	150600	0477	6
153	呼伦贝尔	7	h	hlbe	hulunbeier		市	150700	0470	7
154	巴彦淖尔	7	b	byne	bayannaoer		市	150800	0478	8
155	乌兰察布	7	w	wlcb	wulanchabu		市	150900	0474	9
156	兴安	7	x	xa	xingan		盟	152200	0482	10
157	锡林郭勒	7	x	xlgl	xilinguole		盟	152500	0479	11
158	阿拉善	7	a	als	alashan		盟	152900	0483	12
159	沈阳	8	s	sy	shenyang		市	210100	024	1
160	大连	8	d	dl	dalian		市	210200	0411	2
161	鞍山	8	a	as	anshan		市	210300	0412	3
162	抚顺	8	f	fs	fushun		市	210400	0413	4
163	本溪	8	b	bx	benxi		市	210500	0414	5
164	丹东	8	d	dd	dandong		市	210600	0415	6
165	锦州	8	j	jz	jinzhou		市	210700	0416	7
166	营口	8	y	yk	yingkou		市	210800	0417	8
167	阜新	8	f	fx	fuxin		市	210900	0418	9
168	辽阳	8	l	ly	liaoyang		市	211000	0419	10
169	盘锦	8	p	pj	panjin		市	211100	0427	11
170	铁岭	8	t	tl	tieling		市	211200	0410	12
171	朝阳	8	c	cy	chaoyang		市	211300	0421	13
172	葫芦岛	8	h	hld	huludao		市	211400	0429	14
173	长春	9	c	cc	changchun		市	220100	0431	1
174	吉林	9	j	jl	jilin		市	220200	0432	2
175	四平	9	s	sp	siping		市	220300	0434	3
176	辽源	9	l	ly	liaoyuan		市	220400	0437	4
177	通化	9	t	th	tonghua		市	220500	0435	5
178	白山	9	b	bs	baishan		市	220600	0439	6
179	松原	9	s	sy	songyuan		市	220700	0438	7
180	白城	9	b	bc	baicheng		市	220800	0436	8
181	延边	9	y	yb	yanbian	朝鲜族	自治州	222400	0433	9
182	哈尔滨	10	h	heb	haerbin		市	230100	0451	1
183	齐齐哈尔	10	q	qqhe	qiqihaer		市	230200	0452	2
184	鸡西	10	j	jx	jixi		市	230300	0467	3
185	鹤岗	10	h	hg	hegang		市	230400	0468	4
186	双鸭山	10	s	sys	shuangyashan		市	230500	0469	5
187	大庆	10	d	dq	daqing		市	230600	0459	6
188	伊春	10	y	yc	yichun		市	230700	0458	7
189	佳木斯	10	j	jms	jiamusi		市	230800	0454	8
190	七台河	10	q	qth	qitaihe		市	230900	0464	9
191	牡丹江	10	m	mdj	mudanjiang		市	231000	0453	10
192	黑河	10	h	hh	heihe		市	231100	0456	11
193	绥化	10	s	sh	suihua		市	231200	0455	12
194	大兴安岭	10	d	dxal	daxinganling		地区	232700	0457	13
195	南京	11	n	nj	nanjing		市	320100		1
196	无锡	11	w	wx	wuxi		市	320200	0510	2
197	徐州	11	x	xz	xuzhou		市	320300	0516	3
198	常州	11	c	cz	changzhou		市	320400	0519	4
199	苏州	11	s	sz	suzhou		市	320500	0512	5
200	南通	11	n	nt	nantong		市	320600	0513	6
201	连云港	11	l	lyg	lianyungang		市	320700	0518	7
202	淮安	11	h	ha	huaian		市	320800	0517	8
203	盐城	11	y	yc	yancheng		市	320900	0515	9
204	扬州	11	y	yz	yangzhou		市	321000	0514	10
205	镇江	11	z	zj	zhenjiang		市	321100	0511	11
206	泰州	11	t	tz	taizhou		市	321200	0523	12
207	宿迁	11	s	sq	suqian		市	321300	0527	13
208	杭州	12	h	hz	hangzhou		市	330100	0571	1
209	宁波	12	n	nb	ningbo		市	330200	0574	2
210	温州	12	w	wz	wenzhou		市	330300	0577	3
211	嘉兴	12	j	jx	jiaxing		市	330400	0573	4
212	湖州	12	h	hz	huzhou		市	330500	0572	5
213	绍兴	12	s	sx	shaoxing		市	330600	0575	6
214	金华	12	j	jh	jinhua		市	330700	0579	7
215	衢州	12	q	qz	quzhou		市	330800	0570	8
216	舟山	12	z	zs	zhoushan		市	330900	0580	9
217	台州	12	t	tz	taizhou		市	331000	0576	10
218	丽水	12	l	ls	lishui		市	331100	0578	11
219	合肥	13	h	hf	hefei		市	340100	0551	1
220	芜湖	13	w	wh	wuhu		市	340200	0553	2
221	蚌埠	13	b	bb	bengbu		市	340300	0552	3
222	淮南	13	h	hn	huainan		市	340400	0554	4
223	马鞍山	13	m	mas	maanshan		市	340500	0555	5
224	淮北	13	h	hb	huaibei		市	340600	0561	6
225	铜陵	13	t	tl	tongling		市	340700	0562	7
226	安庆	13	a	aq	anqing		市	340800	0556	8
227	黄山	13	h	hs	huangshan		市	341000	0559	9
228	滁州	13	c	cz	chuzhou		市	341100	0550	10
229	阜阳	13	f	fy	fuyang		市	341200	0558	11
230	宿州	13	s	sz	suzhou		市	341300	0557	12
231	六安	13	l	la	liuan		市	341500	0564	13
232	亳州	13	b	bz	bozhou		市	341600	0558	14
233	池州	13	c	cz	chizhou		市	341700	0566	15
234	宣城	13	x	xc	xuancheng		市	341800	0563	16
235	福州	14	f	fz	fuzhou		市	350100	0591	1
236	厦门	14	x	xm	xiamen		市	350200	0592	2
237	莆田	14	p	pt	putian		市	350300	0594	3
238	三明	14	s	sm	sanming		市	350400	0598	4
239	泉州	14	q	qz	quanzhou		市	350500	0595	5
240	漳州	14	z	zz	zhangzhou		市	350600	0596	6
241	南平	14	n	np	nanping		市	350700	0599	7
242	龙岩	14	l	ly	longyan		市	350800	0597	8
243	宁德	14	n	nd	ningde		市	350900	0593	9
244	南昌	15	n	nc	nanchang		市	360100	0791	1
245	景德镇	15	j	jdz	jingdezhen		市	360200	0798	2
246	萍乡	15	p	px	pingxiang		市	360300	0799	3
247	九江	15	j	jj	jiujiang		市	360400	0792	4
248	新余	15	x	xy	xinyu		市	360500	0790	5
249	鹰潭	15	y	yt	yingtan		市	360600	0701	6
250	赣州	15	g	gz	ganzhou		市	360700	0797	7
251	吉安	15	j	ja	jian		市	360800	0796	8
252	宜春	15	y	yc	yichun		市	360900	0795	9
253	抚州	15	f	fz	fuzhou		市	361000	0794	10
254	上饶	15	s	sr	shangrao		市	361100	0793	11
255	济南	16	j	jn	jinan		市	370100	0531	1
256	青岛	16	q	qd	qingdao		市	370200	0532	2
257	淄博	16	z	zb	zibo		市	370300	0533	3
258	枣庄	16	z	zz	zaozhuang		市	370400	0632	4
259	东营	16	d	dy	dongying		市	370500	0546	5
260	烟台	16	y	yt	yantai		市	370600	0535	6
261	潍坊	16	w	wf	weifang		市	370700	0536	7
262	济宁	16	j	jn	jining		市	370800	0537	8
263	泰安	16	t	ta	taian		市	370900	0538	9
264	威海	16	w	wh	weihai		市	371000	0631	10
265	日照	16	r	rz	rizhao		市	371100	0633	11
267	临沂	16	l	ly	linyi		市	371300	0539	13
268	德州	16	d	dz	dezhou		市	371400	0534	14
269	聊城	16	l	lc	liaocheng		市	371500	0635	15
270	滨州	16	b	bz	binzhou		市	371600	0543	16
271	菏泽	16	h	hz	heze		市	371700	0530	17
272	郑州	17	z	zz	zhengzhou		市	410100	0371	1
273	开封	17	k	kf	kaifeng		市	410200	0378	2
274	洛阳	17	l	ly	luoyang		市	410300	0376	3
275	平顶山	17	p	pds	pingdingshan		市	410400	0375	4
276	安阳	17	a	ay	anyang		市	410500	0372	5
277	鹤壁	17	h	hb	hebi		市	410600	0392	6
278	新乡	17	x	xx	xinxiang		市	410700	0373	7
279	焦作	17	j	jz	jiaozuo		市	410800	0391	8
280	濮阳	17	p	py	puyang		市	410900		9
281	许昌	17	x	xc	xuchuang		市	411000	0374	10
282	漯河	17	l	lh	luohe		市	411100	0395	11
283	三门峡	17	s	smx	sanmenxia		市	411200	0398	12
284	南阳	17	n	ny	nanyang		市	411300	0377	13
285	商丘	17	s	sq	shangqiu		市	411400	0370	14
286	信阳	17	x	xy	xinyang		市	411500	0376	15
287	周口	17	z	zk	zhoukou		市	411600	0394	16
288	驻马店	17	z	zmd	zhumadian		市	411700	0396	17
289	济源	17	j	jy	jiyuan		市	419001	0391	18
290	武汉	18	w	wh	wuhan		市	420100	027	1
291	黄石	18	h	hs	huangshi		市	420200	0714	2
292	十堰	18	s	sy	shiyan		市	420300	0719	3
293	宜昌	18	y	yc	yichang		市	420500	0717	4
294	襄阳	18	x	xy	xiangyang		市	420600	0710	5
295	鄂州	18	e	ez	ezhou		市	420700		6
296	荆门	18	j	jm	jingmen		市	420800	0724	7
297	孝感	18	x	xg	xiaogan		市	420900	0712	8
298	荆州	18	j	jz	jingzhou		市	421000	0716	9
299	黄冈	18	h	hg	huanggang		市	421100	0713	10
300	咸宁	18	x	xn	xianning		市	421200	0715	11
301	随州	18	s	sz	suizhou		市	421300	0722	12
302	恩施	18	e	es	enshi	土家族苗族	自治州	422800	0718	13
303	仙桃	18	x	xt	xiantao		市	429004	0728	14
304	潜江	18	q	qj	qianjiang		市	429005	0728	15
305	天门	18	t	tm	tianmen		市	429006	0728	16
306	神农架林区	18	s	snjlq	shennongjialinqu			429021	0719	17
307	长沙	19	c	cs	changsha		市	430100	0731	1
308	株洲	19	z	zz	zhuzhou		市	430200	0731	2
309	湘潭	19	x	xt	xiangtan		市	430300	0731	3
310	衡阳	19	h	hy	hengyang		市	430400	0734	4
311	邵阳	19	s	sy	shaoyang		市	430500	0739	5
312	岳阳	19	y	yy	yueyang		市	430600	0730	6
313	常德	19	c	cd	changde		市	430700	0736	7
314	张家界	19	z	zjj	zhangjiajie		市	430800	0744	8
315	益阳	19	y	yy	yiyang		市	430900	0737	9
316	郴州	19	c	cz	chenzhou		市	431000	0735	10
317	永州	19	y	yz	yongzhou		市	431100	0746	11
318	怀化	19	h	hh	huaihua		市	431200	0745	12
319	娄底	19	l	ld	loudi		市	431300	0738	13
320	湘西	19	x	xx	xiangxi	土家族苗族	自治州	433100	0743	14
321	广州	20	g	gz	guangzhou		市	440100	020	1
322	韶关	20	s	sg	shaoguan		市	440200	0751	2
323	深圳	20	s	sz	shenzhen		市	440300	0755	3
324	珠海	20	z	zh	zhuhai		市	440400	0756	4
325	汕头	20	s	st	shantou		市	440500	0754	5
326	佛山	20	f	fs	foshan		市	440600	0757	6
327	江门	20	j	jm	jiangmen		市	440700	0750	7
328	湛江	20	z	zj	zhanjiang		市	440800	0759	8
329	茂名	20	m	mm	maoming		市	440900	0668	9
330	肇庆	20	z	zq	zhaoqing		市	441200	0758	10
331	惠州	20	h	hz	huizhou		市	441300	0752	11
332	梅州	20	m	mz	meizhou		市	441400	0753	12
333	汕尾	20	s	sw	shanwei		市	441500	0660	13
334	河源	20	h	hy	heyuan		市	441600	0762	14
335	阳江	20	y	yj	yangjiang		市	441700	0662	15
336	清远	20	q	qy	qingyuan		市	441800	0763	16
337	东莞	20	d	dg	dongguan		市	441900	0769	17
338	中山	20	z	zs	zhongshan		市	442000	0760	18
339	潮州	20	c	cz	chaozhou		市	445100	0768	19
340	揭阳	20	j	jy	jieyang		市	445200	0663	20
341	云浮	20	y	yf	yunfu		市	445300	0766	21
342	南宁	21	n	nn	nanning		市	450100	0771	1
343	柳州	21	l	lz	liuzhou		市	450200	0772	2
344	桂林	21	g	gl	guilin		市	450300	0773	3
345	梧州	21	w	wz	wuzhou		市	450400	0774	4
346	北海	21	b	bh	beihai		市	450500	0779	5
347	防城港	21	f	fcg	fangchenggang		市	450600	0770	6
348	钦州	21	q	qz	qinzhou		市	450700	0777	7
349	贵港	21	g	gg	guigang		市	450800	0775	8
350	玉林	21	y	yl	yulin		市	450900	0775	9
351	百色	21	b	bs	baise		市	451000	0776	10
352	贺州	21	h	hz	hezhou		市	451100	0774	11
353	河池	21	h	hc	hechi		市	451200	0778	12
354	来宾	21	l	lb	laibin		市	451300	0772	13
355	崇左	21	c	cz	chongzuo		市	451400	0771	14
356	海口	22	h	hk	haikou		市	460100	0898	1
357	三亚	22	s	sy	sanya		市	460200	0898	2
358	三沙	22	s	ss	sansha		市	460300	0898	3
359	五指山	22	w	wzs	wuzhishan		市	469001	0898	5
360	琼海	22	q	qh	qionghai		市	469002	0898	6
361	儋州	22	d	dz	danzhou		市	460400	0898	4
362	文昌	22	w	wc	wenchang		市	469005	0898	7
363	万宁	22	w	wn	wanning		市	469006	0898	8
364	东方	22	d	df	dongfang		市	469007	0898	9
365	定安	22	d	da	dingan		县	469021	0898	10
366	屯昌	22	t	tc	tunchang		县	469022	0898	11
367	澄迈	22	c	cm	chengmai		县	469023	0898	12
368	临高	22	l	lg	lingao		县	469024	0898	13
369	白沙	22	b	bs	baisha	黎族	自治县	469025	0898	14
370	昌江	22	c	cj	changjiang	黎族	自治县	469026	0898	15
371	乐东	22	l	ld	ledong	黎族	自治县	469027	0898	16
372	陵水	22	l	ls	lingshui	黎族	自治县	469028	0898	17
373	保亭	22	b	bt	baoting	黎族苗族	自治县	469029	0898	18
374	琼中	22	q	qz	qiongzhong	黎族苗族	自治县	469030	0898	19
375	成都	23	c	cd	chengdu		市	510100	028	1
376	自贡	23	z	zg	zigong		市	510300	0813	2
377	攀枝花	23	p	pzh	panzhihua		市	510400	0812	3
378	泸州	23	l	lz	luzhou		市	510500	0830	4
379	德阳	23	d	dy	deyang		市	510600	0838	5
380	绵阳	23	m	my	mianyang		市	510700	0816	6
381	广元	23	g	gy	guangyuan		市	510800	0839	7
382	遂宁	23	s	sn	suining		市	510900	0825	8
383	内江	23	n	nj	neijiang		市	511000		9
384	乐山	23	l	ls	leshan		市	511100	0833	10
385	南充	23	n	nc	nanchong		市	511300	0817	11
386	眉山	23	m	ms	meishan		市	511400	028	12
387	宜宾	23	y	yb	yibin		市	511500	0831	13
388	广安	23	g	ga	guangan		市	511600	0826	14
389	达州	23	d	dz	dazhou		市	511700	0818	15
390	雅安	23	y	ya	yaan		市	511800	0835	16
391	巴中	23	b	bz	bazhong		市	511900	0827	17
392	资阳	23	z	zy	ziyang		市	512000	028	18
393	阿坝	23	a	ab	aba	藏族羌族	自治州	513200	0837	19
394	甘孜	23	g	gz	ganzi	藏族	自治州	513300	0836	20
395	凉山	23	l	ls	liangshan	彝族	自治州	615000	0834	21
396	贵阳	24	g	gy	guiyang		市	520100	0851	1
397	六盘水	24	l	lps	liupanshui		市	520200	0858	2
398	遵义	24	z	zy	zunyi		市	520300	0852	3
399	安顺	24	a	as	anshun		市	520400	0853	4
400	毕节	24	b	bj	bijie		市	520500	0857	5
401	铜仁	24	t	tr	tongren		市	520600	0856	6
402	黔西南	24	q	qxn	qianxinan	布依族苗族	自治州	522300	0859	7
403	黔东南	24	q	qdn	qiandongnan	苗族侗族	自治州	522600	0855	8
404	黔南	24	q	qn	qiannan	布依族苗族	自治州	522700	0854	9
405	昆明	25	k	km	kunming		市	530100	0871	1
406	曲靖	25	q	qj	qujing		市	530300	0874	2
407	玉溪	25	y	yx	yuxi		市	530400	0877	3
408	昭通	25	z	zt	zhaotong		市	530600	0870	4
409	丽江	25	l	lj	lijiang		市	530700	0888	5
410	普洱	25	p	pe	puer		市	530800	0879	6
411	临沧	25	l	lc	lincang		市	530900	0883	7
412	楚雄	25	c	cx	chuxiong	彝族	自治州	532300	0878	8
413	红河	25	h	hh	honghe	哈尼族彝族	自治州	532500	0873	9
414	文山	25	w	ws	wenshan	壮族苗族	自治州	532600	0876	10
415	西双版纳	25	x	xsbn	xishuangbanna	傣族	自治州	532800	0691	11
416	大理	25	d	dl	dali	白族	自治州	532900	0872	12
417	德宏	25	d	dh	dehong	傣族景颇族	自治州	533100	0692	13
418	怒江	25	n	nj	nujiang	傈僳族	自治州	533300	0886	14
419	迪庆	25	d	dq	diqing	藏族	自治州	533400	0887	15
420	保山	25	b	bs	baoshan		市	678000	0875	16
421	拉萨	26	l	ls	lasa		市	540100	0891	1
422	昌都	26	c	cd	changdu		市	542100	0895	2
423	山南	26	s	sn	shannan		市	540500	0893	3
424	日喀则	26	r	rkz	rikaze		市	542300	0892	4
425	那曲	26	n	nq	neiqu		市	540600	0896	5
426	阿里	26	a	al	ali		地区	542500	0897	6
427	林芝	26	l	lz	linzhi		市	540400	0894	7
428	西安	27	x	xa	xian		市	610100	029	1
429	铜川	27	t	tc	tongchuan		市	610200	0919	2
430	宝鸡	27	b	bj	baoji		市	610300	0917	3
431	咸阳	27	x	xy	xianyang		市	610400	029	4
432	渭南	27	w	wn	weinan		市	610500	0913	5
433	延安	27	y	ya	yanan		市	610600	0911	6
434	汉中	27	h	hz	hanzhong		市	610700	0916	7
435	榆林	27	y	yl	yulin		市	610800	0912	8
436	安康	27	a	ak	ankang		市	610900	0915	9
437	商洛	27	s	sl	shangluo		市	611000	0914	10
438	兰州	28	l	lz	lanzhou		市	620100	0931	1
439	嘉峪关	28	j	jyg	jiayuguan		市	620200	0937	2
440	金昌	28	j	jc	jinchang		市	620300	0935	3
441	白银	28	b	by	baiyin		市	620400	0943	4
442	天水	28	t	ts	tianshui		市	620500	0938	5
443	武威	28	w	ww	wuwei		市	620600	0935	6
444	张掖	28	z	zy	zhangye		市	620700	0936	7
445	平凉	28	p	pl	pingliang		市	620800	0933	8
446	酒泉	28	j	jq	jiuquan		市	620900	0937	9
447	庆阳	28	q	qy	qingyang		市	621000	0934	10
448	定西	28	d	dx	dingxi		市	621100	0932	11
449	陇南	28	l	ln	longnan		市	621200	0939	12
450	临夏	28	l	lx	linxia	回族	自治州	622900	0930	13
451	甘南	28	g	gn	gannan	藏族	自治州	623000	0941	14
452	西宁	29	x	xn	xining		市	630100	0971	1
453	海东	29	h	hd	haidong		市	632100	0972	2
454	海北	29	h	hb	haibei	藏族	自治州	632200	0970	3
455	黄南	29	h	hn	huangnan	藏族	自治州	632300	0973	4
456	海南	29	h	hn	hainan	藏族	自治州	632500	0974	5
457	果洛	29	g	gl	guoluo	藏族	自治州	632600	0975	6
458	玉树	29	y	ys	yushu	藏族	自治州	632700	0976	7
459	海西	29	h	hx	haixi	蒙古族藏族	自治州	632800	0977	8
460	银川	30	y	yc	yinchuan		市	640100	0951	1
461	石嘴山	30	s	szs	shizuishan		市	640200	0952	2
462	吴忠	30	w	wz	wuzhong		市	640300	0953	3
463	固原	30	g	gy	guyuan		市	640400	0954	4
464	中卫	30	z	zw	zhongwei		市	640500		5
465	乌鲁木齐	31	w	wlmq	wulumuqi		市	650100	0991	1
466	克拉玛依	31	k	klmy	kelamayi		市	650200	0990	2
467	吐鲁番	31	t	tlf	tulufan		市	652100	0995	3
468	哈密	31	h	hm	hami		市	652200	0902	4
469	昌吉	31	c	cj	changji		自治州	652300	0994	5
470	博尔塔拉	31	b	betl	boertala	蒙古	自治州	652700	0909	6
471	巴音郭楞	31	b	bygl	bayinguoleng	蒙古	自治州	652800	0996	7
472	阿克苏	31	a	aks	akesu	柯尔克孜	地区	652900	0997	8
473	克孜勒苏	31	k	kzls	kezilesu		自治州	653000	0908	9
474	喀什	31	k	ks	kashi		地区	653100	0998	10
475	和田	31	h	ht	hetian	哈萨克	地区	653200	0903	11
476	伊犁	31	y	yl	yili		自治州	654000	0999	12
477	塔城	31	t	tc	tacheng		地区	654200	0901	13
478	阿勒泰	31	a	alt	aletai		地区	654300	0906	14
479	石河子	31	s	shz	shihezi		市	659001	0993	15
480	阿拉尔	31	a	ale	alaer		市	659002	0997	16
481	图木舒克	31	t	tmsk	tumushuke		市	659003	0998	17
482	五家渠	31	w	wjq	wujiaqu		市	659004	0994	18
483	北屯	31	b	bt	beitun		市	659005	0906	19
484	铁门关	31	t	tmg	tiemenguan		市	659006	0996	20
485	台北	32	t	tb	taibei		市	63	02	1
486	高雄	32	g	gx	gaoxiong		市	64	07	2
487	基隆	32	j	jl	jilong		市	10017	02	3
488	台中	32	t	tz	taizhong		市	10019	04	4
489	台南	32	t	tn	tainan		市	10021	06	5
490	新竹	32	x	xz	xinzhu		市	10018		6
491	嘉义	32	j	jy	jiayi		市	10020	05	7
492	新北	32	x	xb	xinbei		市			8
493	宜兰	32	y	yl	yilan		县	10002		9
494	桃园	32	t	ty	taoyuan		县	10003		10
495	新竹	32	x	xz	xinzhu		县	10004		11
496	苗栗	32	m	ml	miaoli		县	10005		12
497	彰化	32	z	zh	zhanghua		县	10007		13
